question_id,member_id,question,type,ambiguous
29169,87591,you are always judged by the way you perform 這句話是說  別人總是看我的表現來評斷我嗎? 因為 我看課程翻譯的中文  雖然是中文 但是很奇怪的中文    沒錯！這裡是被動式 be動詞+過去分詞的用法。這句話說 You are always judged by ... 意思是「你總是被...評論」那根據什麼東西被評論呢？ 被 by 後面的東西評論： the way 那個方式，什麼方式呢，注意這裡省略了 that 原本是 the way that you perform，that you perform 是關係子句，用以修飾 the way，the way that you perform 就是「你表現的方式」  所以這裡是說「你總是由於你表現的方式被評論。」  系統內的中文翻譯目的在於幫助學生「學英文」，重點是要讓學生能夠「正確地理解」整句英文，而不是力求翻譯精美。  因此攻其不背的中文翻譯會盡量貼近英文原文，希望讓學生在中英文對照的時候，從中文裡面能夠找到英文的蛛絲馬跡。盡量還是從原文中去理解整句的意義喔！  若是真有看過中文翻譯仍不懂的句子，請歡迎多多發問，我們很樂意再為您進行解析，謝謝！,13,0
22934,69388,"protecting the hedgehog not just from predators but from falls這句為何可以寫成這樣？ 這裡是「分詞構句」的應用，簡單來說，就是當前後二個子句的主詞一樣時，省略其中一個主詞，並改寫動詞形式。  這裡原本可以拆成兩句話： The quills are filled with a complex network of air chambers to prevent breakage...  The quills protect the hedgehog not just from predators but from falls.  可以看到前後二句的主詞都是 the quills，將後面的主詞捨去，並將原本動詞 protect 改寫成現在分詞形式，就變成您現在讀到的句子。  類似的用法像是：  He went to my home. He brought his girlfriend.  因為兩句主詞一樣，故將後面這句主詞省略，並將原本主動的動詞改為動名詞，並跟前一句合併，就會變成：  He went to my home, bringing his girlfriend.",12,0
15239,69388,這裡省略的to與句子裡的do合起來是不定詞嗎？是的！to + 原形動詞就是做不定詞使用。,6,0
14711,69388,1.presenting在這裡是什麼意思及詞性 2.這個句子該從哪裡翻譯比較好呢？1. present 在這裡是動詞，為「呈現、表達」的意思，可以參考以下連結：  http://tw.dictionary.search.yahoo.com/search;_ylt=A3eg.w_xgfxTKDMAA6d9rolQ?ei=UTF-8&docid=xumrleHWRXCQMuDqhUM7Qg&source_lang=en&target_lang=zh-hant&p=present  2. 這裡要這樣解讀： 這裡是 there are three points 有三點，哪三點呢？後面的關係子句用來修飾 that are crucial 是很重要的，這樣的三點。所以前面 three points that are crucial 是「很重要的三點」，對什麼來說很重要呢？to reducing your accent 對減少你的腔調來說，這是很重要的。在什麼時候很重要呢？if you want to be presenting in English 如果你想用英文表達的話。  所以這裡整句是說： 如果你想要用英文來表達，對於減少你的腔調有非常重要的三點。,13,0
50534,98302,You are always judged by the way you perform.   you 發音好像被省略了對嗎? 什麼時候才要省略這裡沒有省略喔！只是發音比較輕而已，可以再多聽幾次看看 : ),13,0
50531,98302,影片中的 you know 的KNOW 似乎沒有發音? 這是可以被省略的嗎?you know 是很常見的發語詞，其實不具實質意義，因此並不會太過著重在其發音。這裡念的較快也較輕，將音量調大一點、戴上耳機，多聽幾次。  如果練習口說上有問題，可以參考速度比較慢的老師朗讀喔。,13,0
69129,91891,or so 的詳細用法這裡 or 就是一般連接詞「或」的意思，or so 並不是一組片語，而是剛好放在一起。這裡 or 是連接詞，後面的句子是 so I thought 我是這麼想的，until I cast my mind back to my own graduation 直到我回憶我的自己的畢業典禮。,10,0
55858,99605," tongue  這個字怎麼發音？ 怎麼念 "" 湯 ""確實就很像「湯」的音喔，但比較偏向四聲的「燙」。可以參考以下影片發音練習：  https://www.youtube.com/watch?v=5D24lSz18jw ",13,0
17523,76197,"這邊 causing another engine fire 是由 it cause another engine fire 簡化來的,   請問fire在這兒是當作甚麼詞類? 可以用 causing another engine to fire ? 或者用  causing another fire engine ? or causing another engine fired ?這裡省略了 which，原本應該是： ...the fuel pump in his new car ruptured, which caused another engine fire.  which 代指前面 the fuel pump in his new car ruptured 這件事，這裡省略了 which，後面的動詞要改寫為現在分詞。  這裡 fire 是名詞，engine fire 是一個詞組，表示引擎起的火。",12,0
96237,84855,this time 為何用過去式was？因為是講過去的某段時間，並不是講現在喔。,3,0
86387,84855, want to have   後面的cut、commit為什麼不是用原型動詞而是加ing ？have 在這裡是使役動詞的應用。have someone do/doing something 是「讓某人做某事」的意思，後面可以加原形動詞或現在分詞，使用現在分詞時就是強調「正在進行」的意思。,12,0
59341,84855,這句後面為什麼要加 been，是現在完成式但簡化了嗎？是的，這裡要看前一句： Because not all women have been afforded the same rights that I have.   那這裡要表達的其實是： ...very few have been afforded the same rights that I have.  因為前面已經提過了，所以後面就簡短帶過。,1,0
39354,84855,"為何原因聽 不到  ""gonna""的發音您好！是有發音的喔，只是比較短促一點，可能需要搭配字幕再多聽聽幾次喔！",13,0
39352,84855,"為什麼不用compost   而用composted 這裡其實是接續前面的 maybe，完整一點的句子可以寫成：And all this food gunk could maybe be put outside, like be composted?  這裡因為共用同一個 be 動詞，所以後面的省略了，只留下過去分詞。",12,0
29910,84855,"I've been Molly from Jobaroo, and those have been our Working Holiday Visa dos and don'ts. 這句說我是Molly時 為何要用完成式而不直接說I'm Molly這裡的意思和 I'm Molly 是一樣的。這裡用完成式是要強調這部影片從頭到尾都是 Molly 為各位解說，這種用完成式的用法的確比較少見，用一般現在式是完全沒有問題的喔。",1,0
27303,84855,The next component to understanding a table setting is to understand the progression of your cutlery. 這句understand 為什麼要加ing？這裡的 to 是介係詞，後面要加上名詞，因此要將 understand 改寫為 understanding 才是正確文法喔。可以參考 to 在字典上的第 9 條解釋： https://tw.dictionary.yahoo.com/dictionary?p=to  如果對此處 to 的用法比較不熟悉，這裡改寫成 of 也是可以表達相同概念的。,9,0
18339,55981,we want is we wanna是省略受詞代名詞嗎?這裡是省略連接詞 that，原本應該是： So what we want is that we wanna project enthusiasm and openness... So they have to turn around and sell you to whoever it is who makes the final decision. 請問whoever it is. 其中it is表示??whoever it is 就是「不管是誰」的意思，it is 沒辦法單獨解釋喔。,10,0
11250,55981,"gets the final decision on  I don't understand why use the ""on""若要表達關於某事的決定，介係詞可以用 on 或是 about，變成：  a decision on/about something  這裡就是這種運用喔！ if you're hired or not 就是這件 something。",9,0
3238,55981,She told me after she was diagnosed that death was not what saddened her the most.  請問為何要加what這裡的 what saddened her the most 是一整個名詞子句，what 是「所...的事物」的意思， what saddened her the most 就是「讓她最傷心的事」的意思。  這裡 death was not what saddened her the most 就是在說：死亡並不事讓她最傷心的事。  類似用法可以參考奇摩字典，what 的第三個解釋： https://tw.dictionary.yahoo.com/dictionary?p=what,7,0
27212,84925,請問whatever it is they are talking about中間省略that有文法錯誤嗎？謝謝這裡省略是完全沒有問題的喔！that 作為關係代名詞時，若後面接的是有主詞、有動詞的完整句子，變可以直接省略。像此處後面接的是 they are talking about，是一句結構完整的句子，因此這裡省略是完全沒有問題的。,5,0
85408,69895,這裡的better是副詞用嗎？在不定詞to 後面不是通常都是動詞嗎？沒錯，主要動詞是 penetrate，better 是修飾用副詞。,6,0
71084,69895,"這裡的had had for me.... had had for myself. 第一個had跟第二個had這裡代表什麼意思呢？ 另外，為何這裡就可以翻為""為了你"" ""為了我自已""?had had 是過去完成式「had + 過去分詞」的用法，第二個 had 是 have 的過去分詞。舉例：  David had finished this painting 10 years ago. David 十年前已經完成了這幅畫。  例句中的 finished 角色就是課文中第二個 had 的角色喔。  那後面因為是 for me，for 本身就有「為了」的意思喔。可以參考字典上的第一條解釋： https://tw.dictionary.yahoo.com/dictionary?p=for ",13,0
70023,69895,in retrospect satisfied nobody. 這句話的語意及文法有點不了解。 是指在回憶中，沒有人是滿意的，是這樣的意思。 文法是 in + 名詞 + 形容詞 + 名詞？這樣好像怪怪的這裡拆開來看是說 A compromise was reached一個協議達成了，怎麼樣的協議呢？後面修飾： that in retrospect satisfied nobody 回想起來，沒讓任何人滿意 意思是說 JK 羅林現在回想起來，這個協議沒有讓任何人滿意 這邊 that 是關係代名詞，引領關係子句，這裡讀起來卡卡的，可能是因為插入片語 in retrospect 的關係，可以先拿掉，可以看到是：  A compromise was reached that satisfied nobody...  that satisfied nobody 是關係子句，用來修飾前面的 compromise。  這裡插入的 in retrospect 其實也可以放到後面，寫作：  A compromise was reached that satisfied nobody in retrospect...  那這邊 in retrospect 是一個片語， satisfied 是動詞，nobody 是名詞。  in retrospect 的用法可以參考字典： https://tw.dictionary.yahoo.com/dictionary?p=in+retrospect原來如此 謝謝不用客氣，有問題都歡迎多多發問喔 : ),5,0
69817,69895,"對於這個文法使用whom, 我實在有些confused, 為何不使用both of them就好了呢？因為這裡 both of whom came from impoverished backgrounds  和 neither of whom had been to college 是兩句關係子句，用來修飾前面的 my parents。因此要用關係代名詞 whom 喔。",5,0
55045,69895,used to .....說明是過去常在做某事，且現在都沒有做了意思，是嗎？是的！如果現在還會做的話，就不會用過去式囉。,3,0
36840,69895,我一直聽這個小男生前面說but you tell me the worldwide problem... 是嗎？您好！這裡字幕是沒問題的喔，可能還需要對著字幕再多聽聽幾次。謝謝您！,13,0
36835,69895,我聽到是… even if they seem never go out of the house. 少了seem喔您好！這裡經過外籍編輯確認，確定是沒有 seem 的喔，可能還需要再多聽幾次看看，謝謝您！,13,0
32124,69895,"you'd be a good person to talk ""to"" 這裡的to 可以省略嗎？您好！talk 是不及物動詞，一定要搭配介係詞 to，因此絕對不能省略喔！",9,0
26871,69895,後面那句話，I found out shortly after that it was her. 在這裡用法有一點不太懂after是之後，那為何要加上that?這裡的 that 是指那場車禍，表示在看到那場車禍之後沒多久就發現傷者是她的女友。那再請問一下，that 是指車禍，那it是指什麼？不好意思！先前的回答有些錯誤，這裡的 that 是連接詞，並不具實際意義，that 是跟著前面的 found out：  find out that something happened... 就是「發現某事發生」的意思。  那後面的 it 就是真的在指前面提到的車禍。  不好意思因為先前疏忽沒有回答到問題，未來回答問題時會再更加注意小心，感謝您再次發問！,10,0
23194,69895,"So now you're eight years in to it. 這句有點不懂，看文法翻為""你是八年在那裡面"" 為何可以用you're + 八年，不是用your eight year 你的八年這樣比較順嗎？您還是用中文的邏輯去思考喔，但英文並不會這樣表達的。這裡 eight years 其實比較像修飾用的，可以先不看，原本是 you're in to it，you're in 就是「你在裡頭、你投入裡頭」的意思。eight years 用來修飾你投入其中多久呢？有八年之久。那意思是說，原句的本意是 you're in eight years, right? 沒錯！後面的 to it 是用來說明投入的對象。",13,0
23042,69895,"spotted為何用""被發現""來翻譯，我有些不太懂可以參考 spot 在字典上作為及物動詞的第 4 條解釋喔： https://tw.dictionary.yahoo.com/dictionary?p=spot  是「認出，發現」的意思。",13,0
20943,69895,to understanding..... 在這裡用 to + ving.. 這裡類似looking forward to hearing from you是嗎？ 後面這個加上ing的詞是動名詞嗎？沒錯！這裡的 to 是介係詞，後面要加上名詞 / 動名詞，因此這裡加上 understanding a table setting，整個要看做是一個名詞片語。,9,0
19723,69895,這裡的發音實在跟英文差好多喔…是確定from嗎？ from 這個字我聽到good....這裡百分之百是 from 喔！無論就聲音或是句義來說都是 from 沒錯的，可能需要搭配字幕多聽聽幾次喔。謝謝您迅速的回覆 這是英式口音嗎？這是一般北美腔喔 : ),13,0
15231,69895,她的一開始的開頭 是 So I'm gonna use.....嗎？ 我怎麼聽到的是So I use....這裡經過編輯確認，是 So I'm gonna use 沒錯喔！這裡的 gonna 非常短促，可能需要調大音量搭配字幕多聽聽幾次看看喔。,13,0
14984,69895,"take your wings off next. 我聽不出來有your的音，所以若我remove ""your"", 這句子文法是對的嗎？ or 我加上the 也可以嗎？這裡確實是有 your 的音喔，只是咬字不那麼清晰。這裡寫成 take the wings off next 是沒問題的喔！",13,0
37633,63264,store away 儲存 = store  那為什麼還要多此一舉，使用away？有什麼特殊意義嗎？您好！不要覺得這是多此一舉喔，語言本來就有其變化，要以比較開放的心胸來學習喔！  英文中有很多動詞會搭配介係詞，有些傳達的意思和沒加上介係詞的意思雖然一樣，但通常帶有的口吻比較強烈一點。像是 store 就像中文的「儲存」，store away 就像是「儲存起來」的意思，口吻有些差異喔。OK，老師說的：像是 store 就像中文的「儲存」，store away 就像是「儲存起來」的意思  我覺得這樣明白許多，謝謝你。太好了！很開心能幫助您理解喔，有任何問題都歡迎多多發問，祝您學習順利愉快 : ),9,0
36144,63264, What if they find out I'm gay?  這邊句意是翻成：如果他們發現我是同性戀呢？ 但是What if這個片語的意思不是：要是......又怎樣？  所以當我翻譯這句的時候，是翻成：要是他們發現我是同性戀又怎樣？ 不過系統中的句意卻跟我所翻譯的不一樣：如果他們發現我是同性戀呢？  為什麼Ellen不乾脆講：  If they find out I'm gay? Then they'll never watch. 省略掉What的話，不就比較接近系統翻譯的句意嗎？（如果他們發現我是同性戀呢？那麼他們就永遠不會看了。）您好！其實您的翻譯跟我們提供的翻譯整體意思是一樣的喔，就是表達出 Ellen 擔心真相曝光的問題。我們所提供的翻譯是供各位參考用，幫助各位理解句意的，但是只要能忠實呈現原文內容的翻譯，都是正確的喔！這裡也不建議改寫原本的句子喔！因為 if 通常不會拿來當做問句使用。,13,0
36141,63264,they wouldn't laugh at me. 這個為什麼是翻譯成：他們就不會因我而笑 當我自己初次翻譯的時候，卻會認為是：他們不會嘲笑我  「他們就不會因我而笑」，與「他們不會嘲笑我」，在英文表達上的差異在哪？ 您好，表達方式是一樣的喔，laugh at me 其實字面上就是「取笑我」的意思，Ellen 是單口相聲家，觀眾笑她就表示她的表演很成功，但因為怕直翻「笑我」會讓讀者誤以為是負面的「嘲笑」，所以這裡選擇譯為「因我而笑」，因為這裡的確是因為 Ellen 的表演而笑的意思。,13,0
6826,63264,Why waste this life not loving?  這句感覺很像直接按照字面從中文翻成英文， 為什麼不是這樣寫？→ Why do we waste our life without loving?這句是很口語的簡略問法，但因為剛好語序跟中文一致，才會讓您覺得很像從中文翻到英文的感覺，但其實不是喔！影片中的人雖然是華人面孔，但全都是母語人士的。  您改寫的句子也完全正確，正式書面文字需要這種完整的句子比較適合，但還是要知道口語上母語人士會怎麼表達。同一種概念可以用很多種不同方式表現，這就是語言有趣的地方！,13,0
5221,63264,"2. 老師的語調跟影片中外國人的語調還是有一些些不一樣，那麼什麼情況是跟著老師念？什麼情況跟著外國人念？但跟外國人念跟不上。 3.  我聽了很多次，字幕上有寫you know, Will Shakespeare.....，但是不管怎麼聽，外國人講話我聽不到他有發音念說Know這個字，找了很多人來聽，大家都說外國人說的是you will....若是影片母語人士有連音、或是語速太快模仿不來，或者有單字不確定怎麼發音，這時就可以參考比較慢速清晰的老師朗讀。但如果可以的話，還是以影片原音為主喔！  you know 是發語詞，是母語人士非常習慣用的說法，但因為是非常口語的發語詞，所以說話的時候時常不會特別著重在其發音。這裡可能是還不習慣這樣的念法，等到多上幾堂課後、聽過更多母語人士運用這種說法後，再回來聽就能聽出來了，請繼續加油！",13,0
4913,57637,為什麼一個句子裡有二個連接詞so.and若是一個長句中有很多子句，或是要將兩個句子連結，都可以使用連接詞做銜接，因此一個句子中有一個以上的連接詞是沒有問題的喔！若是有很多句子，但是只用逗號分隔、沒有連接詞，這才是不對的用法。  此外，這裡句首的 so 其實比較像發語詞，沒有實際意義，文法上在這裡可有可無，就像中文說「然後、然後」的感覺。 ,10,0
3748,57637,"the fact that 後面為什麼接了兩個句子she never really felt like she had fallen in love.but the fact that 後面的子句是用來修飾前面的 fact，那個事實，什麼事實呢？she never really felt like 她從未真正感受到，感受到什麼呢？這裡其實也省略了 that，後面的子句說明她從未感受到什麼呢？she never really felt like that she had fallen in love 她從未真正感受過她墜入愛河。When people ask what city I love the most, I say, ""L.A., the city where I loved the most."" 為什麼前後兩個love的時態不同? 第一個love用現在式，表示現在他最愛LA 第二個love改用過去式，不就代表是過去最愛，但不是現在最愛 這樣前後意思是不是有矛盾因為口語上比較不會講究時態的一致，我們只能就他所說出的話來做判斷。前面是問一件常態的事，所以用現在式是沒問題的。後面他用過去式 loved 可能是代表他過去喜愛 L.A.，但現在已經不愛了。",3,0
2842,57637,"kept in touch"" through"" the years after. 請問引號中的字在片中發音為何?這裡的發音就是一般的 [θru:]，只是這裡念得較快較輕，練習口說時可以參考老師朗讀。",13,0
2840,57637,"allowed me ""to"" see she also had a good heart ""and a"" bright spirit. 請問引號中的字，片中是如何發音的，幾乎聽不到...只是念得比較輕、比較快，把音量調大，或是戴上耳機再多聽幾次，就能聽出來囉！沒有連音或變音嗎?這裡並沒有使用到連音技巧喔！",13,0
22958,81488,系統常常出問題...無法聽到原音? Why ?您好！可能是電腦設定的問題，請參考以下問答第 6 條說明： https://www.hopenglish.com/course/qa  若是調整後還沒改善，請再告知我們，非常謝謝您！,13,0
25313,55954,如何辦定單字是vi.不及物動詞 或是vt.及物動詞不及物動詞，顧名思義就是不能直接觸及受詞，這類的動詞需要加上介係詞，舉個例子：  I listen to a song. 此處 listen 為動詞，需加上介係詞 to，無法直接說 I listen a song.  另外有及物動詞，也就是其後可以直接加上受詞的動詞，例如： I play basketball. 我打籃球。  建議收錄不及物動詞時，可以連搭配的介係詞一起收錄，未來使用時就不會用錯喔。,9,0
